name,height,full_length_front,shoulder_slope_front,shoulder_length,bust,chest_width,bust_point_from_shoulder,bust_point_to_bust_point,waist_front_to_dart,diff_center_back_full_back,center_length_back,full_length_back,shoulder_width_back,shoulder_slope_back,neck_back,hip_length_front,abdomen,shoulder_to_wrist,underarm_length,shoulder_to_elbow,upper_arm_width,elbow_width,wrist_width,crotch_depth,knee_depth,base_hem_width,waist,hip,bust_front,bust_back,body_width,body_width_front,body_width_back,measurement_units,center_length_front,shoulder_width_front,waist_front,waist_back,waist_back_to_dart,back_width,hip_length_side,hip_length_back,hip_front,waist_to_floor_front,hip_back,thigh,knee,side_seam_length,hand_width,hip_to_floor
DressForm,,44.5,46,12.5,105.5,35.5,27.5,20.5,6.75,5,38.5,43.5,40,43,20,22,51,,,,,,,,,35,89,111,56.5,49,110,59,51,cm,35.5,41,48,41,5.75,33,20.5,22.5,52,110,58,,,18,,88
